,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Description
539,0837850711,10.0,The Story of Baby Moses (Alice in Bibleland Storybooks),Alice J. Davidson,1985,Peggy Pinson,http://images.amazon.com/images/P/0837850711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0837850711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0837850711.01.LZZZZZZZ.jpg,
540,0837194822,10.0,The H. P. Lovecraft Companion,Philip A. Shreffler,1977,Greenwood Press,http://images.amazon.com/images/P/0837194822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0837194822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0837194822.01.LZZZZZZZ.jpg,
541,0837162815,10.0,A Tale for Midnight.,Frederic Prokosch,1973,Greenwood Press Reprint,http://images.amazon.com/images/P/0837162815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0837162815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0837162815.01.LZZZZZZZ.jpg,
542,0836282876,10.0,Poodle: The Other White Meat: The Second Sherman's Lagoon Collection,Jim Toomey,1999,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836282876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836282876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836282876.01.LZZZZZZZ.jpg,
543,0836280849,10.0,The 16% Solution How To Get Interest Rates,Joel S. Moskowitz,1994,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836280849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836280849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836280849.01.LZZZZZZZ.jpg,
544,0836280059,10.0,The Annotated Mona Lisa: A Crash Course in Art History from Prehistoric to Post-Modern,Carol Strickland,1992,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836280059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836280059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836280059.01.LZZZZZZZ.jpg,
545,0836279417,10.0,"Yesterday, Today, and Forever",Jeane Dixon,1987,Andrews McMeel Pub,http://images.amazon.com/images/P/0836279417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836279417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836279417.01.LZZZZZZZ.jpg,World-renowned psychic and astrologist Jeane Dixon helps her readers steer through the confusion and stress of everyday life with this comprehensive guide to living a more meaningful life according to God's plan.
546,0840774648,10.0,Prayer,Beverly Lahaye,1990,Thomas Nelson Inc,http://images.amazon.com/images/P/0840774648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840774648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840774648.01.LZZZZZZZ.jpg,INSPIRATIONAL
547,0840799861,10.0,The Adult Child of Divorce: A Recovery Handbook,Bob Burns,1992,Thomas Nelson Inc,http://images.amazon.com/images/P/0840799861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840799861.01.LZZZZZZZ.jpg,
548,0841620318,10.0,Insight Map Paris: Fleximap Plus Travel Information (Insight Map Series),American Map Publishing,1999,Langenscheidt Publishers,http://images.amazon.com/images/P/0841620318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0841620318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0841620318.01.LZZZZZZZ.jpg,"These Special FlexiMaps not only get you to your destinations but help you navigate inside them too with floor plans of major museums and galleries, includes useful background information (including a thematic directory) and tips for making the most of your trip."
549,0842329749,10.0,Life Application Bible Commentary: Philippians Colossians and Philemon (Life Application Bible Commentary),Bruce B. Barton,1995,Tyndale House Publishers,http://images.amazon.com/images/P/0842329749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329749.01.LZZZZZZZ.jpg,
550,0842328750,10.0,Life Application Bible: New International Version,Tyndale House Publishers,1991,Tyndale House Pub,http://images.amazon.com/images/P/0842328750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842328750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842328750.01.LZZZZZZZ.jpg,
551,084231928X,10.0,Wild Heather (Heartquest),Catherine Palmer,2004,Tyndale House Publishers,http://images.amazon.com/images/P/084231928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/084231928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/084231928X.01.LZZZZZZZ.jpg,
552,0842319204,10.0,The One Year Book of Devotions for Men,Stuart Briscoe,2001,Tyndale House Publishers,http://images.amazon.com/images/P/0842319204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842319204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842319204.01.LZZZZZZZ.jpg,
553,0842318690,10.0,Five Lies of the Century: How Many Do You Believe?,David T. Moore,1995,Tyndale House Publishers,http://images.amazon.com/images/P/0842318690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842318690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842318690.01.LZZZZZZZ.jpg,"Mr. Moore debunks five leading lies propagated by secular society concering the founding of our nation, the structure of the family, evolution, sexuality, and entertainment. These lies influence our society, our laws, and our kids."
554,0842318240,10.0,Intimate Allies (AACC Library),Dan B. Allendar,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842318240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842318240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842318240.01.LZZZZZZZ.jpg,
555,0842314784,10.0,Cloth of Heaven (Song of Erin #1),B J. Hoff,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842314784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842314784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842314784.01.LZZZZZZZ.jpg,
556,0842313362,10.0,"The Kindled Flame (Freedom's Holy Light, Vol. 2)",Sally Laity,1994,Tyndale House Pub,http://images.amazon.com/images/P/0842313362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842313362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842313362.01.LZZZZZZZ.jpg,
557,0842305068,10.0,The New Dare to Discipline,James Dobson,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842305068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842305068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842305068.01.LZZZZZZZ.jpg,
558,0842029370,10.0,One Damn Blunder from Beginning to End: The Red River Campaign of 1864 (American Crisis Series),Gary Dillard Joiner,2002,SR Books,http://images.amazon.com/images/P/0842029370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842029370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842029370.01.LZZZZZZZ.jpg,"Taking its title from General William Tecumseh Sherman's blunt description, this book is a fresh inspection of what was the Civil War's largest operation between the Union Army and Navy west of the Mississippi River. Maps & photos."
559,0842026320,10.0,Henry L. Stimson: The First Wise Man (Biographies in American Foreign Policy),David F. Schmitz,2000,SR Books,http://images.amazon.com/images/P/0842026320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842026320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842026320.01.LZZZZZZZ.jpg,
560,0842024875,10.0,Revolutionizing Motherhood: The Mothers of the Plaza De Mayo (Latin American Silhouettes),Marguerite Guzman Bouvard,1994,SR Books,http://images.amazon.com/images/P/0842024875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842024875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842024875.01.LZZZZZZZ.jpg,
561,0842024859,10.0,Slavery and Beyond: The African Impact on Latin America and the Caribbean (Jaguar Books on Latin America),Darien J. Davis,1994,SR Books,http://images.amazon.com/images/P/0842024859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842024859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842024859.01.LZZZZZZZ.jpg,
562,0841914214,10.0,Little Mother of Russia: A Biography of Empress Marie Fedorovna (1847-1928),Coryne Hall,2001,Holmes &amp; Meier Publishers,http://images.amazon.com/images/P/0841914214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0841914214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0841914214.01.LZZZZZZZ.jpg,"""Using previously unpublished material from the Royal Archives and information in Russian, Danish and Finnish previously unavailable in English, this is the first biography of the Empress for 40 years and the first major work in English.""--BOOK JACKET."
563,0829411739,10.0,"An Empty Cradle, a Full Heart: Reflections for Mothers and Fathers After Miscarriage, Stillbirth, or Infant Death",Christine O'Keeffe Lafser,1998,Loyola Press,http://images.amazon.com/images/P/0829411739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0829411739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0829411739.01.LZZZZZZZ.jpg,
564,0829405097,10.0,A Reading Course in Homeric Greek: Book 1 (Reading Course in Homeric Greek),Raymond V. Schoder,1985,Loyola Press,http://images.amazon.com/images/P/0829405097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0829405097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0829405097.01.LZZZZZZZ.jpg,
565,0828320527,10.0,Lizzie Didn't Do It!,William Masterton,2000,Branden Books,http://images.amazon.com/images/P/0828320527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0828320527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0828320527.01.LZZZZZZZ.jpg,"On 4 August 1892, an elderly couple living in Fall River, Massachusetts were slaughtered with a hatchet. Their daughter, Lizzie was accused of the crime, tried and acquitted. Yet 'conventional wisdom' and Fall River society have always considered her guilty, asking the question, ""If Lizzie didn't swing the hatchet, who did?"" Now, after more than a century. Professor Masterton uses modern forensics and extensive research to answer that question convincingly."
566,0822000415,10.0,Shakespeare's King Lear (Cliffs Notes),James K.  Lowers,1960,Cliffs Notes,http://images.amazon.com/images/P/0822000415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822000415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822000415.01.LZZZZZZZ.jpg,"""Including introduction, sources, the play, leading characters, synopsis, summaries and commentaries, review questions, selected bibliography""--Subtitle."
567,0822202050,10.0,The Children's Hour,Lillian Hellman,1953,Dramatists Play Service Inc,http://images.amazon.com/images/P/0822202050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822202050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822202050.01.LZZZZZZZ.jpg,
568,0822022311,10.0,Bluff Your Way in Football,Jerry Bobrow,1990,Rdr Books,http://images.amazon.com/images/P/0822022311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822022311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822022311.01.LZZZZZZZ.jpg,
569,0822009943,10.0,The Pearl (Cliffs Notes),Eva  Fitzwater,1966,Cliffs Notes,http://images.amazon.com/images/P/0822009943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822009943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822009943.01.LZZZZZZZ.jpg,
570,0822009587,10.0,Dickens' Oliver Twist (Cliffs Notes),Harry  Kaste,1965,Cliffs Notes,http://images.amazon.com/images/P/0822009587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822009587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822009587.01.LZZZZZZZ.jpg,"The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in the series also feature glossaries and visual elements that complement the classic, familiar format. In CliffsNotes on Oliver Twist, you’ll meet a dear, grateful, gentle orphan who, “instead of possessing too little feeling, possessed rather too much.” The CliffsNotes commentaries, summaries, and character analysis will show you why this sweet, sad, and moving story is considered to be one of Dickens' greatest works (and one of his more politically-charged ones). You’ll also find Life and background of the author, Charles Dickens A short introduction to the novel A list of characters Essays about symbolism, style, setting, and more A review section that tests your knowledge Classic literature or modern modern-day treasure — you'll understand it all with expert information and insight from CliffsNotes study guides."
571,0822009218,10.0,Odyssey Notes (Cliffs Notes),Robert J. Milch,1976,John Wiley &amp; Sons,http://images.amazon.com/images/P/0822009218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822009218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822009218.01.LZZZZZZZ.jpg,
572,0822008998,10.0,1984 (Cliffs Notes),F. Thompson,1984,John Wiley &amp; Sons,http://images.amazon.com/images/P/0822008998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822008998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822008998.01.LZZZZZZZ.jpg,Cover title: Cliffs notes on Orwell's nineteen eighty-four.
573,0822006065,10.0,Twain's Huckleberry Finn (Cliffs Notes),J. L. Roberts,1989,Cliffs Notes,http://images.amazon.com/images/P/0822006065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822006065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822006065.01.LZZZZZZZ.jpg,
574,0822001551,10.0,All Quiet on the Western Front Notes (Cliffs Notes),Rollin O. Glaser,1988,John Wiley &amp; Sons,http://images.amazon.com/images/P/0822001551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822001551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822001551.01.LZZZZZZZ.jpg,
575,0822000946,10.0,Shakespeare's Twelfth Night (Cliffs Notes),James L. Roberts,1960,Cliffs Notes,http://images.amazon.com/images/P/0822000946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822000946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822000946.01.LZZZZZZZ.jpg,"The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format. In CliffsNotes on Twelfth Night, you follow several separate groups of characters whose stories are flawlessly woven together to produce one of Shakespeare's lightest, most popular, and most musical comedies — full of intricate plots and subplots and witty banter that only Shakespeare could write. Summaries and commentaries take you through Shakespeare's masterpiece, and character analyses of such memorable characters as Viola, Olivia, and Duke Orsino clue you in on their motivations. You also get these additional features: A section on the life and background of William Shakespeare A review section that tests your knowledge A selected bibliography Classic literature or modern modern-day treasure — you'll understand it all with expert information and insight from CliffsNotes study guides."
576,0822000717,10.0,Shakespeare's Richard III (Cliffs Notes),James K.  Lowers,1961,Cliffs Notes,http://images.amazon.com/images/P/0822000717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0822000717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0822000717.01.LZZZZZZZ.jpg,
577,0821777238,10.0,Into His Arms (Zebra Debut),Paula Reed,2004,Zebra Books,http://images.amazon.com/images/P/0821777238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821777238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821777238.01.LZZZZZZZ.jpg,
578,0823007804,10.0,The Complete Drawing Book,Peter Probyn,1970,Watson-Guptill Pubns,http://images.amazon.com/images/P/0823007804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823007804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823007804.01.LZZZZZZZ.jpg,"An explicit guide to drawing a variety of subjects in chalk, crayon, pencil, or ink"
579,0821776711,10.0,Sara's Song,Fern Michaels,2002,Zebra Books (Mass Market),http://images.amazon.com/images/P/0821776711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821776711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821776711.01.LZZZZZZZ.jpg,"After rock star Dallas Lord is tragically taken from Dr. Sara Killian's life, she becomes caught up in intrigue, betrayal, and danger and finds herself attracted to his very attractive, but complicated brother."
580,0821776312,10.0,Pure Dynamite,Lauren Bach,2004,Zebra Books,http://images.amazon.com/images/P/0821776312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821776312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821776312.01.LZZZZZZZ.jpg,
581,0821774220,10.0,Just Perfect (Zebra Historical Romance),Judith A. Lansdowne,2003,Zebra Books,http://images.amazon.com/images/P/0821774220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821774220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821774220.01.LZZZZZZZ.jpg,"Good manners may have demanded that the unattached Marquis of Kearny and Mallory undertake a trip to the country at his cousin's request, but something far more compelling requires him to remain. A wrong turn leads him directly into danger and into the arms of Lady Hannah Thorne."
